category,country,first_issuance_at,first_retirement_at,is_compliance,issued,listed_at,name,project_id,project_type,project_type_source,project_url,proponent,protocol,registry,retired,status
land-use,United States,2019-12-17 00:00:00+00:00,2021-12-31 00:00:00+00:00,FALSE,8866,2017-05-10 00:00:00+00:00,BNW West,CAR1260,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1260,The Nature Conservancy,['car-grassland'],climate-action-reserve,5079,registered
land-use,United States,2018-06-22 00:00:00+00:00,2018-07-17 00:00:00+00:00,FALSE,66821,2017-05-11 00:00:00+00:00,May Ranch Avoided Grassland Conversion,CAR1261,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1261,"Ducks Unlimited, Inc.",['car-grassland'],climate-action-reserve,40263,registered
forest,Mexico,2017-10-17 00:00:00+00:00,2018-01-08 00:00:00+00:00,FALSE,49980,2018-04-24 00:00:00+00:00,"Captura de Carbono en San Juan Lachao, Oaxaca",CAR1262,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1262,COMUNIDAD DE SAN JUAN LACHAO PUEBLO NUEVO,['car-forest-mx'],climate-action-reserve,30945,registered
forest,Mexico,2020-07-28 00:00:00+00:00,2021-02-02 00:00:00+00:00,FALSE,24870,2017-10-20 00:00:00+00:00,Captura de carbono en San Rafael Ixtapalucan,CAR1282,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1282,Ejido San Rafael Ixtapalucan,['car-forest-mx'],climate-action-reserve,22948,registered
land-use,United States,2019-12-17 00:00:00+00:00,2021-12-31 00:00:00+00:00,FALSE,25689,2017-11-20 00:00:00+00:00,BNW Ranch,CAR1284,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1284,The Nature Conservancy,['car-grassland'],climate-action-reserve,10464,registered
forest,Mexico,2019-04-10 00:00:00+00:00,2019-10-09 00:00:00+00:00,FALSE,40682,2022-05-05 00:00:00+00:00,ConservaciÃ³n y Captura de Carbono Co2ltzingo,CAR1285,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1285,EJIDO SANTIAGO COLTZINGO,['car-forest-mx'],climate-action-reserve,37532,registered
land-use,United States,2019-03-29 00:00:00+00:00,2020-08-18 00:00:00+00:00,FALSE,12998,2018-08-13 00:00:00+00:00,Heartland Ranch Phase 2,CAR1299,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1299,Southern Plains Land Trust,['car-grassland'],climate-action-reserve,10424,registered
forest,Mexico,2018-08-28 00:00:00+00:00,2018-11-12 00:00:00+00:00,FALSE,4248,2018-06-01 00:00:00+00:00,"Proyecto Carbono Forestal, Ejido San NicolÃ¡s Totolapan, CDMX",CAR1306,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1306,Ejido de San NicolÃ¡s Totolapan,['car-forest-mx'],climate-action-reserve,3909,registered
forest,Mexico,2021-01-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,9946,2019-03-21 00:00:00+00:00,Captura de Carbono Forestal Ejido San Lucas,CAR1325,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1325,EJIDO SN LUCAS AMANALCO MPO DE AMANALCO DE BECERRA MEX,['car-forest-mx'],climate-action-reserve,9177,registered
land-use,United States,2020-01-24 00:00:00+00:00,2021-05-28 00:00:00+00:00,FALSE,2776,2019-01-08 00:00:00+00:00,Heartland Ranch Phase 3,CAR1328,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1328,Southern Plains Land Trust,['car-grassland'],climate-action-reserve,135,registered
forest,Mexico,2019-12-04 00:00:00+00:00,2021-05-13 00:00:00+00:00,FALSE,14806,2019-03-11 00:00:00+00:00,Captura de Carbono San Bartolo O2,CAR1333,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1333,EJIDO SAN BARTOLO AMANALCO,['car-forest-mx'],climate-action-reserve,13662,registered
forest,Mexico,2025-03-20 00:00:00+00:00,2025-05-07 00:00:00+00:00,FALSE,12478,2019-05-30 00:00:00+00:00,Reforesting the Land of the Jaguar,CAR1344,Afforestation + Reforestation,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1344,PLANALTO S.P.R. DE R.L.,['car-forest-mx'],climate-action-reserve,1910,registered
forest,Peru,2019-12-06 00:00:00+00:00,2021-04-06 00:00:00+00:00,FALSE,87143,,Yacumama Forest Carbon Project,VCS1133,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1133,YACUMAMA S.R.L.,['vm0007'],verra,60939,unknown
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,3000,2019-06-24 00:00:00+00:00,El Nopalillo - ASRTulancingo,CAR1345,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1345,Ejido El Nopalillo,['car-forest-mx'],climate-action-reserve,2489,registered
forest,Mexico,2021-03-09 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,9982,2019-06-24 00:00:00+00:00,Cima de Togo - ASRTulancingo,CAR1347,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1347,Ejido Cima de Togo,['car-forest-mx'],climate-action-reserve,5280,registered
forest,Mexico,2021-03-09 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,2665,2019-06-24 00:00:00+00:00,Chacalapa - ASRTulancingo,CAR1348,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1348,Ejido Chacalapa,['car-forest-mx'],climate-action-reserve,2451,registered
forest,Mexico,2021-03-09 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,2089,2019-06-24 00:00:00+00:00,El Ocote - ASRTulancingo,CAR1350,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1350,Ejido El Ocote,['car-forest-mx'],climate-action-reserve,1818,registered
forest,Guatemala,2018-08-29 00:00:00+00:00,2018-08-29 00:00:00+00:00,FALSE,394930,,ECO2 Rubber Forests Guatemala,VCS1538,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1538,"Negocios Energeticos De Occidente, S.A.",['ar-acm0003'],verra,303343,unknown
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,1107,2019-06-24 00:00:00+00:00,Sangre de Cristo - ASRTulancingo,CAR1351,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1351,Propiedad Privada Rancho Sangre de Cristo,['car-forest-mx'],climate-action-reserve,1024,registered
forest,Zambia,2018-01-30 00:00:00+00:00,2020-04-01 00:00:00+00:00,FALSE,1638099,,COMACO Landscape Management Project,VCS1532,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1532,Community Markets for Conservation (COMACO),"['vm0015', 'vm0017']",verra,1093360,unknown
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,6776,2019-06-24 00:00:00+00:00,Xahuayalulco - ASRTulancingo,CAR1352,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1352,Ejido Xahuayalulco,['car-forest-mx'],climate-action-reserve,5510,registered
forest,Mexico,2021-03-09 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,1593,2019-06-25 00:00:00+00:00,Hueyapan - ASRTulancingo,CAR1353,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1353,Ejido Hueyapan,['car-forest-mx'],climate-action-reserve,1404,registered
forest,United States,2018-02-21 00:00:00+00:00,2018-02-21 00:00:00+00:00,FALSE,82271,,Lock Haven Improved Forest Management Project,VCS1377,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1377,Lock Haven City Authority,['vm0003'],verra,82271,unknown
forest,Mexico,2017-06-20 00:00:00+00:00,2017-06-20 00:00:00+00:00,FALSE,1033143,,Fresh Breeze Afforestation Project,VCS1141,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1141,Proteak UNO S.A.B. de C.V.,['ar-acm0003'],verra,893697,unknown
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,6424,2019-06-24 00:00:00+00:00,Las Puentes y Anexos - ASRTulancingo,CAR1354,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1354,Ejido Las Puentes y Anexos,['car-forest-mx'],climate-action-reserve,3738,registered
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,2014,2019-06-24 00:00:00+00:00,La Estancia - ASRTulancingo,CAR1355,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1355,Ejido La Estancia,['car-forest-mx'],climate-action-reserve,1633,registered
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,2047,2019-06-24 00:00:00+00:00,El Ventorrillo - ASRTulancingo,CAR1356,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1356,Ejido El Ventorrillo,['car-forest-mx'],climate-action-reserve,1637,registered
forest,Mexico,2021-02-04 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,3243,2019-06-24 00:00:00+00:00,San Lorenzo Sayula - ASRTulancingo,CAR1357,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1357,Ejido San Lorenzo sayula,['car-forest-mx'],climate-action-reserve,2709,registered
forest,Mexico,2021-02-04 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,1499,2019-06-24 00:00:00+00:00,Sabanetas - ASRTulancingo,CAR1358,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1358,Ejido Sabanetas,['car-forest-mx'],climate-action-reserve,1200,registered
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,1528,2019-06-25 00:00:00+00:00,Tecocomulco - ASRTulancingo,CAR1359,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1359,Ejido Tecocomulco,['car-forest-mx'],climate-action-reserve,1262,registered
forest,Tanzania,2017-06-01 00:00:00+00:00,2017-06-01 00:00:00+00:00,FALSE,36171,,Village Climate Solutions,VCS1325,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1325,Village Climate Solutions Limted,['vm0015'],verra,25375,unknown
forest,Madagascar,2014-04-08 00:00:00+00:00,2014-04-08 00:00:00+00:00,FALSE,1330327,,The Makira Forest Protected Area in Madagascar,VCS1215,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1215,The Wildlife Conservation Society (WCS),['vm0007'],verra,626567,unknown
forest,Mexico,2021-02-04 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,1825,2019-06-25 00:00:00+00:00,Emiliano Zapata - ASRTulancingo,CAR1360,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1360,Ejido Emiliano Zapata,['car-forest-mx'],climate-action-reserve,1538,registered
forest,Chile,2014-05-07 00:00:00+00:00,2014-05-07 00:00:00+00:00,FALSE,533654,,"AVOIDING PLANNED DEFORESTATION AND DEGRADATION IN THE VALDIVIAN COASTAL RESERVE, CHILE",VCS1175,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1175,The Nature Conservancy,['vm0007'],verra,474824,unknown
forest,Mexico,2021-03-09 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,3472,2019-06-24 00:00:00+00:00,Los Romeros - ASRTulancingo,CAR1361,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1361,Ejido Los Romeros,['car-forest-mx'],climate-action-reserve,2886,registered
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,5297,2019-06-24 00:00:00+00:00,San Pedro Huixotitla - ASRTulancingo,CAR1362,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1362,Ejido San Pedro Huixotitla,['car-forest-mx'],climate-action-reserve,4290,registered
forest,China,2014-06-03 00:00:00+00:00,2017-04-21 00:00:00+00:00,FALSE,474446,,Jiangxi Province Le'an County Forest Farm Carbon Sink Project,VCS1162,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1162,"Beijing Shengdahuitong Carbon Management Co.,Ltd.",['vm0010'],verra,400852,completed
forest,Brazil,2016-10-20 00:00:00+00:00,2016-10-21 00:00:00+00:00,FALSE,1363327,,RESEX Rio Preto-JacundÃ¡ REDD+ Project,VCS1503,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1503,Multiple Proponents,['vm0015'],verra,1346827,unknown
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,3618,2019-06-24 00:00:00+00:00,Puentecillas y Anexos - ASRTulancingo,CAR1363,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1363,Ejido Puentecillas y Anexos,['car-forest-mx'],climate-action-reserve,3342,registered
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,1522,2019-06-24 00:00:00+00:00,Alhuajoyucan - ASRTulancingo,CAR1364,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1364,Ejido Alhuajoyucan,['car-forest-mx'],climate-action-reserve,768,registered
forest,Mexico,2021-02-25 00:00:00+00:00,2021-08-06 00:00:00+00:00,FALSE,1040,2019-06-24 00:00:00+00:00,Ixtula y Sembo - ASRTulancingo,CAR1366,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1366,Ejido Ixtula y Sembo,['car-forest-mx'],climate-action-reserve,894,registered
forest,Bolivia,2013-08-23 00:00:00+00:00,2014-01-30 00:00:00+00:00,FALSE,55400,,Protection of the Bolivian Amazon Forest,VCS818,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/818,Fermin Aldabe,['vm0007'],verra,20426,unknown
forest,Paraguay,2013-04-22 00:00:00+00:00,,FALSE,89998,,The Paraguay Forest Conservation Project - Reduction of GHG emissions from deforestation and forest degradation in the Chaco-Pantanal ecosystem,VCS953,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/953,Swire Pacific Offshore Operations (Pte) Ltd. (SPO),['vm0007'],verra,0,unknown
forest,Brazil,2015-02-10 00:00:00+00:00,2015-02-10 00:00:00+00:00,FALSE,10060355,,Pacajai REDD+ Project,VCS981,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/981,Avoided Deforestation Project (Manaus) Limited (â€œA,['vm0015'],verra,7136400,unknown
forest,Mexico,2021-02-05 00:00:00+00:00,2023-12-19 00:00:00+00:00,FALSE,4474,2019-08-27 00:00:00+00:00,Carbono OtomÃ­ La Florida,CAR1375,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1375,Ejido La Florida,['car-forest-mx'],climate-action-reserve,3381,registered
forest,Mexico,2020-07-14 00:00:00+00:00,2021-04-26 00:00:00+00:00,FALSE,14126,2019-10-04 00:00:00+00:00,Proyecto de Captura de Carbono Forestal en Bienes Comunales de Santiago Tlacotepec,CAR1377,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1377,Bienes Comunales Santiago Tlacotepec,['car-forest-mx'],climate-action-reserve,13015,registered
land-use,Indonesia,2016-01-08 00:00:00+00:00,2016-03-22 00:00:00+00:00,FALSE,397071,,"Mangrove restoration and coastal greenbelt protection in the East coast of Aceh and North Sumatra Province, Indonesia",VCS1493,Wetland,berkeley,https://registry.verra.org/app/projectDetail/VCS/1493,Livelihoods Fund SICAV SIF,['ar-am0014'],verra,274680,unknown
forest,Mexico,2020-09-01 00:00:00+00:00,2021-03-25 00:00:00+00:00,FALSE,36596,2019-10-24 00:00:00+00:00,San JerÃ³nimo ZacapexCO2 - Ejido,CAR1387,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1387,Ejido San JerÃ³nimo Zacapexco,['car-forest-mx'],climate-action-reserve,33759,registered
forest,Mexico,2020-09-01 00:00:00+00:00,2021-03-25 00:00:00+00:00,FALSE,46295,2019-10-24 00:00:00+00:00,San JerÃ³nimo ZacapexCO2 - Bienes Comunales,CAR1388,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1388,Bienes Comunales San GerÃ³nimo Zacapexco,['car-forest-mx'],climate-action-reserve,42707,registered
land-use,Kenya,2021-05-18 00:00:00+00:00,2021-05-18 00:00:00+00:00,FALSE,6763174,,Northern Kenya Grassland Carbon Project,VCS1468,Grassland Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1468,Northern Rangelands Trust,['vm0032'],verra,1737358,unknown
forest,Mexico,2020-09-01 00:00:00+00:00,2021-04-20 00:00:00+00:00,FALSE,205093,2020-01-10 00:00:00+00:00,Ejido forestal Los Bancos,CAR1392,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1392,LOS BANCOS,['car-forest-mx'],climate-action-reserve,182553,registered
forest,Colombia,2020-11-10 00:00:00+00:00,2020-11-17 00:00:00+00:00,FALSE,211765,,Reforestation with Rubber on degraded lands of Colombia,VCS1233,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1233,NACOBENA SAS,['ar-acm0003'],verra,207735,completed
land-use,United States,2023-03-10 00:00:00+00:00,2023-03-21 00:00:00+00:00,FALSE,22838,2020-03-09 00:00:00+00:00,Veseth and Veseth Ranch,CAR1398,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1398,The Nature Conservancy,['car-grassland'],climate-action-reserve,21806,registered
forest,Mexico,2021-04-05 00:00:00+00:00,2021-04-14 00:00:00+00:00,FALSE,24053,2020-12-22 00:00:00+00:00,"Carbono, Agua y Biodiversidad IndÃ­gena La Trinidad",CAR1399,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1399,COMUNIDAD DE LA TRINIDAD IXTLAN,['car-forest-mx'],climate-action-reserve,16279,registered
forest,Zimbabwe,2013-12-23 00:00:00+00:00,2013-12-23 00:00:00+00:00,FALSE,29016364,,KARIBA REDD+ PROJECT,VCS902,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/902,Carbon Green Investments (Guernsey),['vm0009'],verra,21919036,completed
forest,Mexico,2021-04-05 00:00:00+00:00,2021-04-14 00:00:00+00:00,FALSE,48743,2020-12-22 00:00:00+00:00,"Carbono, Agua y Biodiversidad IndÃ­gena XiacuÃ­",CAR1411,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1411,COMUNIDAD DE SANTIAGO XIACUI,['car-forest-mx'],climate-action-reserve,37377,registered
forest,United States,2014-12-29 00:00:00+00:00,2015-04-07 00:00:00+00:00,FALSE,117969,,EFM Improved Forest Management Group Project,VCS1367,Improved Forest Management,berkeley,https://registry.verra.org/app/projectDetail/VCS/1367,"EFM Investments & Advisory, Inc.",['vm0003'],verra,16963,unknown
forest,Colombia,2016-11-26 00:00:00+00:00,2016-11-26 00:00:00+00:00,FALSE,242990,,"Forestry Project for the Basin of the Chinchina River, an Environmental and Productive Alternative for the City and the Region",VCS1378,Afforestation + Reforestation,berkeley,https://registry.verra.org/app/projectDetail/VCS/1378,Multiple Proponents,['ar-acm0003'],verra,242206,unknown
forest,Mexico,2021-12-01 00:00:00+00:00,2021-12-06 00:00:00+00:00,FALSE,23424,2020-12-22 00:00:00+00:00,"Carbono, Agua y Biodiversidad IndÃ­gena CapulÃ¡lpam",CAR1415,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1415,COMUNIDAD DE CAPULALPAM DE MENDEZ,['car-forest-mx'],climate-action-reserve,21613,registered
land-use,United States,2020-12-02 00:00:00+00:00,2022-05-31 00:00:00+00:00,FALSE,14258,2020-07-09 00:00:00+00:00,Medford Spring Grassland Conservation,CAR1425,Avoided Grassland Conversion,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1425,Southern Plains Land Trust,['car-grassland'],climate-action-reserve,303,registered
forest,Mexico,2022-05-03 00:00:00+00:00,2023-03-31 00:00:00+00:00,FALSE,13400,2020-07-31 00:00:00+00:00,Manglares San Crisanto,CAR1428,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1428,EJIDO SAN CRISANTO,['car-forest-mx'],climate-action-reserve,12367,registered
forest,Mexico,2022-11-29 00:00:00+00:00,2024-01-17 00:00:00+00:00,FALSE,10886,2020-07-31 00:00:00+00:00,Manglares Ursulo Galvan,CAR1429,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1429,EJIDO URSULO GALVAN,['car-forest-mx'],climate-action-reserve,2168,registered
forest,Mexico,2021-04-01 00:00:00+00:00,2023-12-19 00:00:00+00:00,FALSE,2829,2020-07-22 00:00:00+00:00,Ejido sierra de Agua,CAR1432,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1432,Ejido Sierra de Agua,['car-forest-mx'],climate-action-reserve,2612,registered
forest,Mexico,2021-04-01 00:00:00+00:00,2023-12-19 00:00:00+00:00,FALSE,5326,2020-07-22 00:00:00+00:00,Ejido La Libertad,CAR1433,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1433,Ejido La Libertad,['car-forest-mx'],climate-action-reserve,4916,registered
forest,DR Congo,2015-05-28 00:00:00+00:00,2015-09-03 00:00:00+00:00,FALSE,1391623,,Isangi REDD+ Project,VCS1359,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1359,"SAFBOIS, SPRL",['vm0006'],verra,1289698,completed
forest,Brazil,2016-09-22 00:00:00+00:00,2016-09-22 00:00:00+00:00,FALSE,11990260,,"The Envira Amazonia Project - A Tropical Forest Conservation Project in Acre, Brazil",VCS1382,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1382,Multiple Proponents,['vm0007'],verra,9274060,unknown
forest,Brazil,2015-11-18 00:00:00+00:00,2015-11-18 00:00:00+00:00,FALSE,634948,,MaÃ­sa REDD+ Project,VCS1329,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/1329,Multiple Proponents,['vm0015'],verra,599692,completed
forest,Belize,2011-07-27 00:00:00+00:00,2012-02-22 00:00:00+00:00,FALSE,194009,,Boden Creek Ecological Preserve Forest Carbon Project,VCS647,REDD+,berkeley,https://registry.verra.org/app/projectDetail/VCS/647,Boden Creek Ecological Preserve,['vm0007'],verra,188302,unknown
forest,Mexico,2021-03-31 00:00:00+00:00,2023-12-19 00:00:00+00:00,FALSE,2092,2020-07-22 00:00:00+00:00,Ejido San Pedro Buenavista,CAR1434,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1434,Ejido San Pedro Buenavista,['car-forest-mx'],climate-action-reserve,1580,registered
forest,Mexico,2021-03-31 00:00:00+00:00,2023-12-19 00:00:00+00:00,FALSE,3569,2020-07-22 00:00:00+00:00,Ejido Coatitila,CAR1435,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1435,Ejido Coatitila,['car-forest-mx'],climate-action-reserve,2684,registered
forest,Mexico,2021-04-01 00:00:00+00:00,2023-12-19 00:00:00+00:00,FALSE,1051,2020-07-22 00:00:00+00:00,Ejido El Agua de Los Pescados y sus Anexos,CAR1437,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1437,Ejido El Agua de Los Pescados y sus Anexos,['car-forest-mx'],climate-action-reserve,798,registered
forest,Mexico,2021-04-01 00:00:00+00:00,2023-12-19 00:00:00+00:00,FALSE,2818,2020-07-22 00:00:00+00:00,Predio Las Piedras,CAR1438,Improved Forest Management,berkeley,https://thereserve2.apx.com/mymodule/reg/prjView.asp?id1=1438,Predio Las Piedras,['car-forest-mx'],climate-action-reserve,2597,registered
